"filename", "language", "C++", "C", "JSON with Comments", "Python", "Java", "Shell Script", "comment", "blank", "total"
"/Users/ralphcao/Git/USACO/CSES pset/Graph Algorithms/building_teams.cpp", "C++", 58, 0, 0, 0, 0, 0, 0, 8, 66
"/Users/ralphcao/Git/USACO/CSES pset/Graph Algorithms/coin_collector.cpp", "C++", 83, 0, 0, 0, 0, 0, 0, 11, 94
"/Users/ralphcao/Git/USACO/CSES pset/Graph Algorithms/counting_rooms.cpp", "C++", 36, 0, 0, 0, 0, 0, 0, 6, 42
"/Users/ralphcao/Git/USACO/CSES pset/Graph Algorithms/course_schedule.cpp", "C++", 52, 0, 0, 0, 0, 0, 0, 6, 58
"/Users/ralphcao/Git/USACO/CSES pset/Graph Algorithms/cycle_finding.cpp", "C++", 60, 0, 0, 0, 0, 0, 0, 9, 69
"/Users/ralphcao/Git/USACO/CSES pset/Graph Algorithms/de_bruijn_sequence.cpp", "C++", 41, 0, 0, 0, 0, 0, 0, 6, 47
"/Users/ralphcao/Git/USACO/CSES pset/Graph Algorithms/flight_discount.cpp", "C++", 49, 0, 0, 0, 0, 0, 0, 7, 56
"/Users/ralphcao/Git/USACO/CSES pset/Graph Algorithms/flight_routes.cpp", "C++", 42, 0, 0, 0, 0, 0, 0, 7, 49
"/Users/ralphcao/Git/USACO/CSES pset/Graph Algorithms/flight_routes_check.cpp", "C++", 48, 0, 0, 0, 0, 0, 0, 5, 53
"/Users/ralphcao/Git/USACO/CSES pset/Graph Algorithms/game_routes.cpp", "C++", 45, 0, 0, 0, 0, 0, 0, 7, 52
"/Users/ralphcao/Git/USACO/CSES pset/Graph Algorithms/giant_pizza.cpp", "C++", 89, 0, 0, 0, 0, 0, 0, 12, 101
"/Users/ralphcao/Git/USACO/CSES pset/Graph Algorithms/high_score.cpp", "C++", 54, 0, 0, 0, 0, 0, 2, 9, 65
"/Users/ralphcao/Git/USACO/CSES pset/Graph Algorithms/investigation.cpp", "C++", 70, 0, 0, 0, 0, 0, 1, 9, 80
"/Users/ralphcao/Git/USACO/CSES pset/Graph Algorithms/labyrinth.cpp", "C++", 62, 0, 0, 0, 0, 0, 0, 7, 69
"/Users/ralphcao/Git/USACO/CSES pset/Graph Algorithms/longest_flight_route.cpp", "C++", 59, 0, 0, 0, 0, 0, 0, 7, 66
"/Users/ralphcao/Git/USACO/CSES pset/Graph Algorithms/mail_delivery.cpp", "C++", 59, 0, 0, 0, 0, 0, 0, 7, 66
"/Users/ralphcao/Git/USACO/CSES pset/Graph Algorithms/message_route.cpp", "C++", 53, 0, 0, 0, 0, 0, 0, 7, 60
"/Users/ralphcao/Git/USACO/CSES pset/Graph Algorithms/monsters.cpp", "C++", 82, 0, 0, 0, 0, 0, 0, 8, 90
"/Users/ralphcao/Git/USACO/CSES pset/Graph Algorithms/planet_queries_i.cpp", "C++", 38, 0, 0, 0, 0, 0, 0, 6, 44
"/Users/ralphcao/Git/USACO/CSES pset/Graph Algorithms/planets_and_kingdoms.cpp", "C++", 58, 0, 0, 0, 0, 0, 0, 8, 66
"/Users/ralphcao/Git/USACO/CSES pset/Graph Algorithms/planets_cycles.cpp", "C++", 42, 0, 0, 0, 0, 0, 0, 6, 48
"/Users/ralphcao/Git/USACO/CSES pset/Graph Algorithms/planets_queries_ii.cpp", "C++", 91, 0, 0, 0, 0, 0, 1, 15, 107
"/Users/ralphcao/Git/USACO/CSES pset/Graph Algorithms/road_construction.cpp", "C++", 49, 0, 0, 0, 0, 0, 0, 10, 59
"/Users/ralphcao/Git/USACO/CSES pset/Graph Algorithms/road_reparation.cpp", "C++", 46, 0, 0, 0, 0, 0, 0, 6, 52
"/Users/ralphcao/Git/USACO/CSES pset/Graph Algorithms/round_trip.cpp", "C++", 89, 0, 0, 0, 0, 0, 2, 6, 97
"/Users/ralphcao/Git/USACO/CSES pset/Graph Algorithms/round_trip_ii.cpp", "C++", 60, 0, 0, 0, 0, 0, 0, 7, 67
"/Users/ralphcao/Git/USACO/CSES pset/Graph Algorithms/shortest_routes_i.cpp", "C++", 42, 0, 0, 0, 0, 0, 1, 6, 49
"/Users/ralphcao/Git/USACO/CSES pset/Graph Algorithms/shortest_routes_ii.cpp", "C++", 47, 0, 0, 0, 0, 0, 13, 6, 66
"/Users/ralphcao/Git/USACO/CSES pset/Graph Algorithms/teleporters_path.cpp", "C++", 67, 0, 0, 0, 0, 0, 8, 8, 83
"/Users/ralphcao/Git/USACO/CSES pset/Graph Algorithms/tempCodeRunnerFile.cpp", "C++", 83, 0, 0, 0, 0, 0, 0, 11, 94
"/Users/ralphcao/Git/USACO/CSES pset/Graph Algorithms/tree_matching.cpp", "C++", 33, 0, 0, 0, 0, 0, 0, 5, 38
"/Users/ralphcao/Git/USACO/CSES pset/Introductory Problems/grid_paths.cpp", "C++", 131, 0, 0, 0, 0, 0, 2, 18, 151
"/Users/ralphcao/Git/USACO/CSES pset/Introductory Problems/intro.cpp", "C++", 30, 0, 0, 0, 0, 0, 0, 7, 37
"/Users/ralphcao/Git/USACO/CSES pset/Mathematics/another_game.cpp", "C++", 22, 0, 0, 0, 0, 0, 0, 4, 26
"/Users/ralphcao/Git/USACO/CSES pset/Mathematics/binomial_coefficients.cpp", "C++", 45, 0, 0, 0, 0, 0, 1, 8, 54
"/Users/ralphcao/Git/USACO/CSES pset/Mathematics/bracket_sequences_i.cpp", "C++", 37, 0, 0, 0, 0, 0, 0, 6, 43
"/Users/ralphcao/Git/USACO/CSES pset/Mathematics/bracket_sequences_ii.cpp", "C++", 55, 0, 0, 0, 0, 0, 1, 8, 64
"/Users/ralphcao/Git/USACO/CSES pset/Mathematics/candy_lottery.cpp", "C++", 15, 0, 0, 0, 0, 0, 0, 3, 18
"/Users/ralphcao/Git/USACO/CSES pset/Mathematics/christmas_party.cpp", "C++", 16, 0, 0, 0, 0, 0, 0, 4, 20
"/Users/ralphcao/Git/USACO/CSES pset/Mathematics/common_divisors.cpp", "C++", 52, 0, 0, 0, 0, 0, 0, 9, 61
"/Users/ralphcao/Git/USACO/CSES pset/Mathematics/counting_coprime_pairs.cpp", "C++", 55, 0, 0, 0, 0, 0, 3, 12, 70
"/Users/ralphcao/Git/USACO/CSES pset/Mathematics/counting_divisors.cpp", "C++", 49, 0, 0, 0, 0, 0, 0, 8, 57
"/Users/ralphcao/Git/USACO/CSES pset/Mathematics/counting_grids.cpp", "C++", 34, 0, 0, 0, 0, 0, 7, 8, 49
"/Users/ralphcao/Git/USACO/CSES pset/Mathematics/counting_necklaces.cpp", "C++", 56, 0, 0, 0, 0, 0, 1, 4, 61
"/Users/ralphcao/Git/USACO/CSES pset/Mathematics/creating_strings_ii.cpp", "C++", 34, 0, 0, 0, 0, 0, 0, 6, 40
"/Users/ralphcao/Git/USACO/CSES pset/Mathematics/dice_probability.cpp", "C++", 46, 0, 0, 0, 0, 0, 2, 4, 52
"/Users/ralphcao/Git/USACO/CSES pset/Mathematics/distributing_apples.cpp", "C++", 38, 0, 0, 0, 0, 0, 0, 6, 44
"/Users/ralphcao/Git/USACO/CSES pset/Mathematics/divisor_analysis.cpp", "C++", 64, 0, 0, 0, 0, 0, 0, 9, 73
"/Users/ralphcao/Git/USACO/CSES pset/Mathematics/exponentiation_i.cpp", "C++", 26, 0, 0, 0, 0, 0, 0, 4, 30
"/Users/ralphcao/Git/USACO/CSES pset/Mathematics/exponentiation_ii.cpp", "C++", 26, 0, 0, 0, 0, 0, 0, 5, 31
"/Users/ralphcao/Git/USACO/CSES pset/Mathematics/fibonacci_numbers.cpp", "C++", 89, 0, 0, 0, 0, 0, 0, 11, 100
"/Users/ralphcao/Git/USACO/CSES pset/Mathematics/graph_paths_i.cpp", "C++", 87, 0, 0, 0, 0, 0, 0, 13, 100
"/Users/ralphcao/Git/USACO/CSES pset/Mathematics/graph_paths_ii.cpp", "C++", 66, 0, 0, 0, 0, 0, 0, 12, 78
"/Users/ralphcao/Git/USACO/CSES pset/Mathematics/grundys_game.cpp", "C++", 35, 0, 0, 0, 0, 0, 1, 4, 40
"/Users/ralphcao/Git/USACO/CSES pset/Mathematics/inversion_probability.cpp", "C++", 36, 0, 0, 0, 0, 0, 2, 5, 43
"/Users/ralphcao/Git/USACO/CSES pset/Mathematics/josephus_queries.cpp", "C++", 33, 0, 0, 0, 0, 0, 4, 4, 41
"/Users/ralphcao/Git/USACO/CSES pset/Mathematics/moving_robots.cpp", "C++", 114, 0, 0, 0, 0, 0, 7, 13, 134
"/Users/ralphcao/Git/USACO/CSES pset/Mathematics/nim_game_i.cpp", "C++", 24, 0, 0, 0, 0, 0, 2, 4, 30
"/Users/ralphcao/Git/USACO/CSES pset/Mathematics/nim_game_ii.cpp", "C++", 24, 0, 0, 0, 0, 0, 2, 4, 30
"/Users/ralphcao/Git/USACO/CSES pset/Mathematics/prime_multiples.cpp", "C++", 26, 0, 0, 0, 0, 0, 0, 5, 31
"/Users/ralphcao/Git/USACO/CSES pset/Mathematics/stair_game.cpp", "C++", 23, 0, 0, 0, 0, 0, 0, 5, 28
"/Users/ralphcao/Git/USACO/CSES pset/Mathematics/stick_game.cpp", "C++", 33, 0, 0, 0, 0, 0, 0, 5, 38
"/Users/ralphcao/Git/USACO/CSES pset/Mathematics/sum_of_divisors.cpp", "C++", 30, 0, 0, 0, 0, 0, 0, 3, 33
"/Users/ralphcao/Git/USACO/CSES pset/Mathematics/throwing_dice.cpp", "C++", 98, 0, 0, 0, 0, 0, 3, 15, 116
"/Users/ralphcao/Git/USACO/CSES pset/Range Queries/distinct_values_queries.cpp", "C++", 66, 0, 0, 0, 0, 0, 0, 11, 77
"/Users/ralphcao/Git/USACO/CSES pset/Range Queries/dynamic_range_minimum_queries.cpp", "C++", 66, 0, 0, 0, 0, 0, 0, 11, 77
"/Users/ralphcao/Git/USACO/CSES pset/Range Queries/dynamic_range_sum_queries.cpp", "C++", 64, 0, 0, 0, 0, 0, 0, 10, 74
"/Users/ralphcao/Git/USACO/CSES pset/Range Queries/forest_queries.cpp", "C++", 28, 0, 0, 0, 0, 0, 1, 4, 33
"/Users/ralphcao/Git/USACO/CSES pset/Range Queries/forest_queries_ii.cpp", "C++", 70, 0, 0, 0, 0, 0, 1, 11, 82
"/Users/ralphcao/Git/USACO/CSES pset/Range Queries/hotel_queries.cpp", "C++", 102, 0, 0, 0, 0, 0, 2, 15, 119
"/Users/ralphcao/Git/USACO/CSES pset/Range Queries/increasing_array_queries.cpp", "C++", 149, 0, 0, 0, 0, 0, 3, 23, 175
"/Users/ralphcao/Git/USACO/CSES pset/Range Queries/list_removals.cpp", "C++", 54, 0, 0, 0, 0, 0, 3, 9, 66
"/Users/ralphcao/Git/USACO/CSES pset/Range Queries/pizzeria_queries.cpp", "C++", 99, 0, 0, 0, 0, 0, 7, 14, 120
"/Users/ralphcao/Git/USACO/CSES pset/Range Queries/polynomial_queries.cpp", "C++", 110, 0, 0, 0, 0, 0, 3, 15, 128
"/Users/ralphcao/Git/USACO/CSES pset/Range Queries/prefix_sum_queries.cpp", "C++", 122, 0, 0, 0, 0, 0, 3, 19, 144
"/Users/ralphcao/Git/USACO/CSES pset/Range Queries/range_queries_and_copies.cpp", "C++", 98, 0, 0, 0, 0, 0, 0, 14, 112
"/Users/ralphcao/Git/USACO/CSES pset/Range Queries/range_update_queries.cpp", "C++", 53, 0, 0, 0, 0, 0, 0, 4, 57
"/Users/ralphcao/Git/USACO/CSES pset/Range Queries/range_updates_and_sums.cpp", "C++", 151, 0, 0, 0, 0, 0, 3, 19, 173
"/Users/ralphcao/Git/USACO/CSES pset/Range Queries/range_xor_queries.cpp", "C++", 56, 0, 0, 0, 0, 0, 0, 9, 65
"/Users/ralphcao/Git/USACO/CSES pset/Range Queries/salary_queries.cpp", "C++", 75, 0, 0, 0, 0, 0, 2, 11, 88
"/Users/ralphcao/Git/USACO/CSES pset/Range Queries/static_range_minimum_queries.cpp", "C++", 57, 0, 0, 0, 0, 0, 0, 9, 66
"/Users/ralphcao/Git/USACO/CSES pset/Range Queries/static_range_sum_queries.cpp", "C++", 19, 0, 0, 0, 0, 0, 0, 5, 24
"/Users/ralphcao/Git/USACO/CSES pset/Range Queries/subarray_sum_queries.cpp", "C++", 67, 0, 0, 0, 0, 0, 7, 11, 85
"/Users/ralphcao/Git/USACO/CSES pset/Range Queries/tempCodeRunnerFile.cpp", "C++", 1, 0, 0, 0, 0, 0, 0, 0, 1
"/Users/ralphcao/Git/USACO/CSES pset/Sorting and Searching/apartments.cpp", "C++", 33, 0, 0, 0, 0, 0, 1, 9, 43
"/Users/ralphcao/Git/USACO/CSES pset/Sorting and Searching/array_division.cpp", "C++", 42, 0, 0, 0, 0, 0, 1, 5, 48
"/Users/ralphcao/Git/USACO/CSES pset/Sorting and Searching/collecting_numbers_i.cpp", "C++", 19, 0, 0, 0, 0, 0, 0, 4, 23
"/Users/ralphcao/Git/USACO/CSES pset/Sorting and Searching/collecting_numbers_ii.cpp", "C++", 61, 0, 0, 0, 0, 0, 13, 11, 85
"/Users/ralphcao/Git/USACO/CSES pset/Sorting and Searching/concert_tickets.cpp", "C++", 30, 0, 0, 0, 0, 0, 0, 5, 35
"/Users/ralphcao/Git/USACO/CSES pset/Sorting and Searching/distinct_numbers.cpp", "C++", 21, 0, 0, 0, 0, 0, 0, 7, 28
"/Users/ralphcao/Git/USACO/CSES pset/Sorting and Searching/factory_machines.cpp", "C++", 38, 0, 0, 0, 0, 0, 0, 5, 43
"/Users/ralphcao/Git/USACO/CSES pset/Sorting and Searching/ferris_wheel.cpp", "C++", 28, 0, 0, 0, 0, 0, 0, 6, 34
"/Users/ralphcao/Git/USACO/CSES pset/Sorting and Searching/josephus_problem_i.cpp", "C++", 30, 0, 0, 0, 0, 0, 0, 4, 34
"/Users/ralphcao/Git/USACO/CSES pset/Sorting and Searching/josephus_problem_ii.cpp", "C++", 56, 0, 0, 0, 0, 0, 5, 8, 69
"/Users/ralphcao/Git/USACO/CSES pset/Sorting and Searching/maximum_subarray_sum.cpp", "C++", 22, 0, 0, 0, 0, 0, 0, 5, 27
"/Users/ralphcao/Git/USACO/CSES pset/Sorting and Searching/maximum_subarray_sum_ii.cpp", "C++", 28, 0, 0, 0, 0, 0, 0, 5, 33
"/Users/ralphcao/Git/USACO/CSES pset/Sorting and Searching/missing_coin_sum.cpp", "C++", 25, 0, 0, 0, 0, 0, 2, 6, 33
"/Users/ralphcao/Git/USACO/CSES pset/Sorting and Searching/movie_festival.cpp", "C++", 22, 0, 0, 0, 0, 0, 6, 8, 36
"/Users/ralphcao/Git/USACO/CSES pset/Sorting and Searching/movie_festival_ii.cpp", "C++", 39, 0, 0, 0, 0, 0, 0, 6, 45
"/Users/ralphcao/Git/USACO/CSES pset/Sorting and Searching/nearest_smaller_values.cpp", "C++", 25, 0, 0, 0, 0, 0, 0, 5, 30
"/Users/ralphcao/Git/USACO/CSES pset/Sorting and Searching/nested_ranges_check.cpp", "C++", 54, 0, 0, 0, 0, 0, 4, 8, 66
"/Users/ralphcao/Git/USACO/CSES pset/Sorting and Searching/nested_ranges_count.cpp", "C++", 113, 0, 0, 0, 0, 0, 5, 18, 136
"/Users/ralphcao/Git/USACO/CSES pset/Sorting and Searching/playlist.cpp", "C++", 21, 0, 0, 0, 0, 0, 0, 4, 25
"/Users/ralphcao/Git/USACO/CSES pset/Sorting and Searching/reading_books.cpp", "C++", 17, 0, 0, 0, 0, 0, 0, 2, 19
"/Users/ralphcao/Git/USACO/CSES pset/Sorting and Searching/restaurant_customers.cpp", "C++", 27, 0, 0, 0, 0, 0, 0, 6, 33
"/Users/ralphcao/Git/USACO/CSES pset/Sorting and Searching/room_allocation.cpp", "C++", 47, 0, 0, 0, 0, 0, 0, 5, 52
"/Users/ralphcao/Git/USACO/CSES pset/Sorting and Searching/sliding_cost.cpp", "C++", 97, 0, 0, 0, 0, 0, 0, 9, 106
"/Users/ralphcao/Git/USACO/CSES pset/Sorting and Searching/sliding_median.cpp", "C++", 54, 0, 0, 0, 0, 0, 0, 5, 59
"/Users/ralphcao/Git/USACO/CSES pset/Sorting and Searching/stick_lengths.cpp", "C++", 21, 0, 0, 0, 0, 0, 0, 7, 28
"/Users/ralphcao/Git/USACO/CSES pset/Sorting and Searching/subarray_distinct_values.cpp", "C++", 35, 0, 0, 0, 0, 0, 0, 6, 41
"/Users/ralphcao/Git/USACO/CSES pset/Sorting and Searching/subarray_divisibility.cpp", "C++", 26, 0, 0, 0, 0, 0, 2, 5, 33
"/Users/ralphcao/Git/USACO/CSES pset/Sorting and Searching/subarray_sums_i.cpp", "C++", 24, 0, 0, 0, 0, 0, 0, 6, 30
"/Users/ralphcao/Git/USACO/CSES pset/Sorting and Searching/subarray_sums_ii.cpp", "C++", 25, 0, 0, 0, 0, 0, 4, 3, 32
"/Users/ralphcao/Git/USACO/CSES pset/Sorting and Searching/sum_of_four_values.cpp", "C++", 90, 0, 0, 0, 0, 0, 0, 10, 100
"/Users/ralphcao/Git/USACO/CSES pset/Sorting and Searching/sum_of_three_values.cpp", "C++", 40, 0, 0, 0, 0, 0, 0, 7, 47
"/Users/ralphcao/Git/USACO/CSES pset/Sorting and Searching/sum_of_two_values.cpp", "C++", 30, 0, 0, 0, 0, 0, 0, 6, 36
"/Users/ralphcao/Git/USACO/CSES pset/Sorting and Searching/tasks_and_deadlines.cpp", "C++", 23, 0, 0, 0, 0, 0, 0, 5, 28
"/Users/ralphcao/Git/USACO/CSES pset/Sorting and Searching/tempCodeRunnerFile.cpp", "C++", 2, 0, 0, 0, 0, 0, 0, 0, 2
"/Users/ralphcao/Git/USACO/CSES pset/Sorting and Searching/towers.cpp", "C++", 25, 0, 0, 0, 0, 0, 0, 5, 30
"/Users/ralphcao/Git/USACO/CSES pset/Sorting and Searching/traffic_lights.cpp", "C++", 28, 0, 0, 0, 0, 0, 0, 7, 35
"/Users/ralphcao/Git/USACO/CSES pset/String Algorithms/counting_patterns.cpp", "C++", 74, 0, 0, 0, 0, 0, 5, 9, 88
"/Users/ralphcao/Git/USACO/CSES pset/String Algorithms/distinct_substrings.cpp", "C++", 80, 0, 0, 0, 0, 0, 38, 9, 127
"/Users/ralphcao/Git/USACO/CSES pset/String Algorithms/finding_borders.cpp", "C++", 30, 0, 0, 0, 0, 0, 0, 6, 36
"/Users/ralphcao/Git/USACO/CSES pset/String Algorithms/finding_patterns.cpp", "C++", 70, 0, 0, 0, 0, 0, 7, 8, 85
"/Users/ralphcao/Git/USACO/CSES pset/String Algorithms/finding_periods.cpp", "C++", 28, 0, 0, 0, 0, 0, 0, 7, 35
"/Users/ralphcao/Git/USACO/CSES pset/String Algorithms/longest_palindromic_substring.cpp", "C++", 60, 0, 0, 0, 0, 0, 1, 10, 71
"/Users/ralphcao/Git/USACO/CSES pset/String Algorithms/minimal_rotation.cpp", "C++", 41, 0, 0, 0, 0, 0, 4, 4, 49
"/Users/ralphcao/Git/USACO/CSES pset/String Algorithms/palindrome_queries.cpp", "C++", 111, 0, 0, 0, 0, 0, 6, 15, 132
"/Users/ralphcao/Git/USACO/CSES pset/String Algorithms/pattern_positions.cpp", "C++", 121, 0, 0, 0, 0, 0, 8, 15, 144
"/Users/ralphcao/Git/USACO/CSES pset/String Algorithms/required_substring.cpp", "C++", 143, 0, 0, 0, 0, 0, 1, 16, 160
"/Users/ralphcao/Git/USACO/CSES pset/String Algorithms/string_functions.cpp", "C++", 46, 0, 0, 0, 0, 0, 0, 6, 52
"/Users/ralphcao/Git/USACO/CSES pset/String Algorithms/string_matching.cpp", "C++", 29, 0, 0, 0, 0, 0, 0, 5, 34
"/Users/ralphcao/Git/USACO/CSES pset/String Algorithms/substring_distribution.cpp", "C++", 86, 0, 0, 0, 0, 0, 12, 10, 108
"/Users/ralphcao/Git/USACO/CSES pset/String Algorithms/substring_order_i.cpp", "C++", 97, 0, 0, 0, 0, 0, 3, 10, 110
"/Users/ralphcao/Git/USACO/CSES pset/String Algorithms/substring_order_ii.cpp", "C++", 190, 0, 0, 0, 0, 0, 2, 15, 207
"/Users/ralphcao/Git/USACO/CSES pset/String Algorithms/word_combinations.cpp", "C++", 61, 0, 0, 0, 0, 0, 3, 11, 75
"/Users/ralphcao/Git/USACO/CSES pset/Tree Algorithms/company_queries_i.cpp", "C++", 34, 0, 0, 0, 0, 0, 0, 7, 41
"/Users/ralphcao/Git/USACO/CSES pset/Tree Algorithms/company_queries_ii.cpp", "C++", 63, 0, 0, 0, 0, 0, 0, 13, 76
"/Users/ralphcao/Git/USACO/CSES pset/Tree Algorithms/counting_paths.cpp", "C++", 102, 0, 0, 0, 0, 0, 1, 20, 123
"/Users/ralphcao/Git/USACO/CSES pset/Tree Algorithms/distance_queries.cpp", "C++", 83, 0, 0, 0, 0, 0, 0, 16, 99
"/Users/ralphcao/Git/USACO/CSES pset/Tree Algorithms/distinct_colors.cpp", "C++", 81, 0, 0, 0, 0, 0, 0, 14, 95
"/Users/ralphcao/Git/USACO/CSES pset/Tree Algorithms/finding_a_centroid.cpp", "C++", 41, 0, 0, 0, 0, 0, 0, 7, 48
"/Users/ralphcao/Git/USACO/CSES pset/Tree Algorithms/fixed-length_paths_i.cpp", "C++", 94, 0, 0, 0, 0, 0, 1, 14, 109
"/Users/ralphcao/Git/USACO/CSES pset/Tree Algorithms/fixed-length_paths_ii.cpp", "C++", 111, 0, 0, 0, 0, 0, 0, 12, 123
"/Users/ralphcao/Git/USACO/CSES pset/Tree Algorithms/path_queries.cpp", "C++", 82, 0, 0, 0, 0, 0, 0, 14, 96
"/Users/ralphcao/Git/USACO/CSES pset/Tree Algorithms/path_queries_ii.cpp", "C++", 130, 0, 0, 0, 0, 0, 1, 14, 145
"/Users/ralphcao/Git/USACO/CSES pset/Tree Algorithms/subordinates.cpp", "C++", 30, 0, 0, 0, 0, 0, 0, 6, 36
"/Users/ralphcao/Git/USACO/CSES pset/Tree Algorithms/subtree_queries.cpp", "C++", 76, 0, 0, 0, 0, 0, 0, 13, 89
"/Users/ralphcao/Git/USACO/CSES pset/Tree Algorithms/test.cpp", "C++", 123, 0, 0, 0, 0, 0, 6, 13, 142
"/Users/ralphcao/Git/USACO/CSES pset/Tree Algorithms/tree_diameter.cpp", "C++", 32, 0, 0, 0, 0, 0, 1, 6, 39
"/Users/ralphcao/Git/USACO/CSES pset/Tree Algorithms/tree_distances_i.cpp", "C++", 52, 0, 0, 0, 0, 0, 0, 10, 62
"/Users/ralphcao/Git/USACO/CSES pset/Tree Algorithms/tree_distances_ii.cpp", "C++", 52, 0, 0, 0, 0, 0, 3, 7, 62
"/Users/ralphcao/Git/USACO/CSES pset/Tree Algorithms/tree_matching.cpp", "C++", 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/ralphcao/Git/USACO/Codeforces contest/10_16_20/ABBB.cpp", "C++", 26, 0, 0, 0, 0, 0, 0, 6, 32
"/Users/ralphcao/Git/USACO/Codeforces contest/10_16_20/belted_rooms.cpp", "C++", 33, 0, 0, 0, 0, 0, 0, 6, 39
"/Users/ralphcao/Git/USACO/Codeforces contest/10_16_20/bouncing_boomerangs.cpp", "C++", 89, 0, 0, 0, 0, 0, 10, 11, 110
"/Users/ralphcao/Git/USACO/Codeforces contest/10_16_20/box_is_pull.cpp", "C++", 14, 0, 0, 0, 0, 0, 0, 4, 18
"/Users/ralphcao/Git/USACO/Codeforces contest/10_24_20/bandit_in_a_city.cpp", "C++", 50, 0, 0, 0, 0, 0, 1, 13, 64
"/Users/ralphcao/Git/USACO/Codeforces contest/10_24_20/binary_search.cpp", "C++", 51, 0, 0, 0, 0, 0, 0, 8, 59
"/Users/ralphcao/Git/USACO/Codeforces contest/10_24_20/complicated_computations.cpp", "C++", 87, 0, 0, 0, 0, 0, 29, 13, 129
"/Users/ralphcao/Git/USACO/Codeforces contest/10_24_20/prime_square.cpp", "C++", 42, 0, 0, 0, 0, 0, 0, 5, 47
"/Users/ralphcao/Git/USACO/Codeforces contest/10_24_20/reorder.cpp", "C++", 20, 0, 0, 0, 0, 0, 0, 5, 25
"/Users/ralphcao/Git/USACO/Codeforces contest/10_3_21/bakry_and_partitioning.cpp", "C++", 52, 0, 0, 0, 0, 0, 8, 6, 66
"/Users/ralphcao/Git/USACO/Codeforces contest/10_3_21/gamer_hemose.cpp", "C++", 30, 0, 0, 0, 0, 0, 0, 6, 36
"/Users/ralphcao/Git/USACO/Codeforces contest/10_3_21/hemose_in_icpc.cpp", "C++", 91, 0, 0, 0, 0, 0, 1, 11, 103
"/Users/ralphcao/Git/USACO/Codeforces contest/10_3_21/hemose_shopping.cpp", "C++", 37, 0, 0, 0, 0, 0, 0, 7, 44
"/Users/ralphcao/Git/USACO/Codeforces contest/11_28_20/bouncing_ball.cpp", "C++", 37, 0, 0, 0, 0, 0, 2, 9, 48
"/Users/ralphcao/Git/USACO/Codeforces contest/11_28_20/prison_break.cpp", "C++", 17, 0, 0, 0, 0, 0, 0, 5, 22
"/Users/ralphcao/Git/USACO/Codeforces contest/11_28_20/repainting_street.cpp", "C++", 40, 0, 0, 0, 0, 0, 4, 11, 55
"/Users/ralphcao/Git/USACO/Codeforces contest/12_19_22/absolute_maximization.cpp", "C++", 24, 0, 0, 0, 0, 0, 0, 5, 29
"/Users/ralphcao/Git/USACO/Codeforces contest/12_19_22/another_array_problem.cpp", "C++", 109, 0, 0, 0, 0, 0, 9, 15, 133
"/Users/ralphcao/Git/USACO/Codeforces contest/12_19_22/incinerate.cpp", "C++", 47, 0, 0, 0, 0, 0, 0, 7, 54
"/Users/ralphcao/Git/USACO/Codeforces contest/12_19_22/valid_bitonic_permutations.cpp", "C++", 115, 0, 0, 0, 0, 0, 5, 15, 135
"/Users/ralphcao/Git/USACO/Codeforces contest/1_5_20/angrystudents.cpp", "C++", 27, 0, 0, 0, 0, 0, 3, 3, 33
"/Users/ralphcao/Git/USACO/Codeforces contest/1_5_20/garland.cpp", "C++", 51, 0, 0, 0, 0, 0, 14, 7, 72
"/Users/ralphcao/Git/USACO/Codeforces contest/1_5_20/hyperset.cpp", "C++", 33, 0, 0, 0, 0, 0, 2, 5, 40
"/Users/ralphcao/Git/USACO/Codeforces contest/1_8_23/different_arrays.cpp", "C++", 0, 0, 0, 0, 0, 0, 0, 2, 2
"/Users/ralphcao/Git/USACO/Codeforces contest/1_8_23/make_it_beautiful.cpp", "C++", 49, 0, 0, 0, 0, 0, 2, 5, 56
"/Users/ralphcao/Git/USACO/Codeforces contest/1_8_23/matrix_of_differences.cpp", "C++", 34, 0, 0, 0, 0, 0, 23, 13, 70
"/Users/ralphcao/Git/USACO/Codeforces contest/1_8_23/yet_another_tournament.cpp", "C++", 51, 0, 0, 0, 0, 0, 30, 16, 97
"/Users/ralphcao/Git/USACO/Codeforces contest/4_11_21/AND_sequences.cpp", "C++", 33, 0, 0, 0, 0, 0, 3, 8, 44
"/Users/ralphcao/Git/USACO/Codeforces contest/4_11_21/add_one.cpp", "C++", 75, 0, 0, 0, 0, 0, 13, 13, 101
"/Users/ralphcao/Git/USACO/Codeforces contest/4_11_21/add_one2.cpp", "C++", 62, 0, 0, 0, 0, 0, 0, 11, 73
"/Users/ralphcao/Git/USACO/Codeforces contest/4_11_21/arrays_and_peaks.cpp", "C++", 32, 0, 0, 0, 0, 0, 0, 5, 37
"/Users/ralphcao/Git/USACO/Codeforces contest/4_29_23/almost_increasing_subsequence.cpp", "C++", 83, 0, 0, 0, 0, 0, 0, 14, 97
"/Users/ralphcao/Git/USACO/Codeforces contest/4_29_23/indivisible.cpp", "C++", 32, 0, 0, 0, 0, 0, 0, 4, 36
"/Users/ralphcao/Git/USACO/Codeforces contest/4_29_23/politics.cpp", "C++", 36, 0, 0, 0, 0, 0, 0, 5, 41
